descretePN	PN	verb
ポジ（評価）	0.3	バツグン
ポジ（評価）	0.3	ハイクラスの
ポジ（評価）	0.3	いい感じの
ポジ（評価）	0.3	いい気持ちだ
ポジ（経験）	0.3	気持ち良い
ポジ（評価）	0.3	ハイクラスです
ポジ（評価）	0.3	ハイクラスだ
ポジ（評価）	0.3	たぐいまれな
ポジ（評価）	0.3	やり手です
ポジ（評価）	0.3	たくましい
ポジ（経験）	0.3	揃えることができる
ポジ（評価）	0.3	やり手の
ポジ（評価）	0.3	やわらかい
ポジ（評価）	0.3	そそる
ポジ（評価）	0.3	やんわり
ポジ（評価）	0.3	ゆかしい
ポジ（評価）	0.3	うなづける
ポジ（評価）	0.3	うきうき
ポジ（評価）	0.3	いとおしい
ポジ（評価）	0.3	すご腕の
ポジ（評価）	0.3	いい気分の
ポジ（経験）	0.3	収まる
ポジ（評価）	0.3	すばやい
ポジ（評価）	0.3	ゴージャスです
ポジ（評価）	0.3	すばらしい
ポジ（評価）	0.3	ゴージャスだ
ポジ（評価）	0.3	グッドルッキング
ポジ（評価）	0.3	グッドだ
ポジ（経験）	0.3	蓄える
ポジ（経験）	0.3	建てることができる
ポジ（経験）	0.3	建てることはできる
ポジ（経験）	0.3	研くことができる
ポジ（評価）	0.3	ずばぬける
ポジ（評価）	0.3	キビキビ
ポジ（経験）	0.3	受け付けられる
ポジ（経験）	0.3	取り除ける
ポジ（評価）	0.3	カッコいい
ポジ（評価）	0.3	オススメの
ポジ（経験）	0.3	研くことはできる
ポジ（評価）	0.3	すらり
ポジ（評価）	0.3	お気にいりです
ポジ（経験）	0.3	研ぐことができる
ポジ（評価）	0.3	オススメです
ポジ（評価）	0.3	オススメだ
ポジ（評価）	0.3	エポックメーキングです
ポジ（評価）	0.3	エポックメーキングだ
ポジ（評価）	0.3	エクセレント
ポジ（経験）	0.3	研ぐことはできる
ポジ（評価）	0.3	シビレる
ポジ（評価）	0.3	シャレる
ポジ（経験）	0.3	貯える
ポジ（評価）	0.3	インテリジェントだ
ポジ（経験）	0.3	貯める
ポジ（経験）	0.3	取り除くことはできる
ポジ（経験）	0.3	研げる
ポジ（評価）	0.3	デリシャス
ポジ（評価）	0.3	チャーミングです
ポジ（評価）	0.3	チャーミングだ
ポジ（経験）	0.3	研ける
ポジ（経験）	0.3	授けてもらう
ポジ（評価）	0.3	アジがある
ポジ（評価）	0.3	イイ
ポジ（経験）	0.3	契約成立できる
ポジ（評価）	0.3	ゾッコン
ポジ（経験）	0.3	知らせてもらう
ポジ（評価）	0.3	ソフィスティケート
ポジ（評価）	0.3	セーフティー
ポジ（評価）	0.3	セーフティ
ポジ（評価）	0.3	スポーティです
ポジ（評価）	0.3	スポーティだ
ポジ（評価）	0.3	スペッシャル
ポジ（評価）	0.3	スゴクイイ
ポジ（評価）	0.3	スゲーッ
ポジ（経験）	0.3	敬う
ポジ（評価）	0.3	インテリジェントです
ポジ（評価）	0.3	ジェントル
ポジ（経験）	0.3	調べることができる
ポジ（評価）	0.3	すご腕です
ポジ（評価）	0.3	やり手だ
ポジ（経験）	0.3	貫ける
ポジ（経験）	0.3	感無量だ
ポジ（経験）	0.3	感無量です
ポジ（経験）	0.3	調べることはできる
ポジ（評価）	0.3	ＶＩＰの
ポジ（経験）	0.3	感無量の
ポジ（評価）	0.3	安定的です
ポジ（評価）	0.3	ｇｏｏｄ
ポジ（評価）	0.3	あう
ポジ（評価）	0.3	えり抜きだ
ポジ（評価）	0.3	安定的だ
ポジ（評価）	0.3	うまい
ポジ（評価）	0.3	安定する
ポジ（評価）	0.3	お気にいりだ
ポジ（経験）	0.3	出来上がる
ポジ（評価）	0.3	ざっくばらんだ
ポジ（経験）	0.3	耕すことができる
ポジ（経験）	0.3	好く
ポジ（評価）	0.3	あか抜ける
ポジ（評価）	0.3	あでやかだ
ポジ（経験）	0.3	減らすことはできる
ポジ（経験）	0.3	揃えることはできる
ポジ（経験）	0.3	貫くことができる
ポジ（経験）	0.3	貫くことはできる
ポジ（評価）	0.3	扱いやすい
ポジ（評価）	0.3	お買い得だ
ポジ（経験）	0.3	耕すことはできる
ポジ（経験）	0.3	潤う
ポジ（経験）	0.3	耕せる
ポジ（経験）	0.3	外すことはできる
ポジ（経験）	0.3	揉んでもらう
ポジ（評価）	0.3	
ポジ（評価）	0.3	ＧＯＯＤ
ポジ（評価）	0.3	まめやかだ
ポジ（評価）	0.3	Ｇｏｏｄ
ポジ（評価）	0.3	まめやかです
ポジ（経験）	0.3	外すことができる
ポジ（評価）	0.3	ＶＩＰだ
ポジ（評価）	0.3	ＶＩＰです
ポジ（評価）	0.3	易々です
ポジ（評価）	0.3	易々だ
ポジ（評価）	0.3	えり抜きです
ポジ（経験）	0.3	待ち遠しい
ポジ（評価）	0.3	みずみずしい
ポジ（経験）	0.3	外せる
ポジ（評価）	0.3	みめよい
ポジ（経験）	0.3	合わせることができる
ポジ（経験）	0.3	勝つ
ポジ（経験）	0.3	恰好がつく
ポジ（経験）	0.3	活かす
ポジ（評価）	0.3	委せることはできる
ポジ（評価）	0.3	委せることができる
ポジ（経験）	0.3	叶う
ポジ（評価）	0.3	お買い得です
ポジ（評価）	0.3	ざっくばらんです
ポジ（評価）	0.3	めざましい
ポジ（評価）	0.3	すご腕だ
ポジ（評価）	0.3	したしい
ポジ（評価）	0.3	マルだ
ポジ（評価）	0.3	しめやかだ
ポジ（評価）	0.3	しめやかです
ポジ（経験）	0.3	見せることができる
ポジ（評価）	0.3	もっけの幸いだ
ポジ（評価）	0.3	ベストチョイス
ポジ（評価）	0.3	ファンタスティック
ポジ（評価）	0.3	ファンタスチック
ポジ（評価）	0.3	ピュアです
ポジ（評価）	0.3	ピュアだ
ポジ（評価）	0.3	ピッタリ
ポジ（評価）	0.3	ピカイチの
ポジ（評価）	0.3	しゃれる
ポジ（評価）	0.3	いい感じだ
ポジ（評価）	0.3	ピカイチです
ポジ（評価）	0.3	いい感じです
ポジ（評価）	0.3	しんなり
ポジ（評価）	0.3	ピカイチだ
ポジ（評価）	0.3	もっけの幸いです
ポジ（評価）	0.3	もっけの幸いの
ポジ（評価）	0.3	もの珍しい
ポジ（評価）	0.3	やさしい
ポジ（評価）	0.3	やすやす
ポジ（経験）	0.3	気にいる
ポジ（経験）	0.3	足る
ポジ（評価）	0.3	つまびらかだ
ポジ（評価）	0.3	マルです
ポジ（評価）	0.3	しのぐ
ポジ（評価）	0.3	レア
ポジ（評価）	0.3	あでやかです
ポジ（評価）	0.3	めずらしい
ポジ（評価）	0.3	あわせやすい
ポジ（評価）	0.3	悪気のない
ポジ（経験）	0.3	出来る
ポジ（経験）	0.3	減らすことができる
ポジ（経験）	0.3	取り除くことができる
ポジ（経験）	0.3	間に合う
ポジ（評価）	0.3	いい
ポジ（評価）	0.3	愛しい
ポジ（経験）	0.3	出来上る
ポジ（評価）	0.3	ラクラク
ポジ（経験）	0.3	見せることはできる
ポジ（評価）	0.3	ラクチンです
ポジ（評価）	0.3	ラクチンだ
ポジ（評価）	0.3	メリハリがある
ポジ（経験）	0.3	修める
ポジ（評価）	0.3	メジャーです
ポジ（評価）	0.3	メジャーだ
ポジ（評価）	0.3	メキメキ
ポジ（評価）	0.3	マルの
ポジ（評価）	0.3	しっとり
ポジ（経験）	0.3	頑張れる
ポジ（評価）	0.3	いいあんばい
ポジ（経験）	0.3	挾める
ポジ（評価）	0.3	雇うことができる
ポジ（評価）	0.3	干せる
ポジ（評価）	0.3	派手やかです
ポジ（評価）	0.3	濃やかです
ポジ（評価）	0.3	濃密だ
ポジ（評価）	0.3	濃密です
ポジ（評価）	0.3	納まる
ポジ（評価）	0.3	能ある鷹はつめをかくす
ポジ（評価）	0.3	能ある鷹は爪を隠す
ポジ（評価）	0.3	覗ける
ポジ（評価）	0.3	派手やかだ
ポジ（評価）	0.3	破竹の勢いだ
ポジ（評価）	0.3	平滑だ
ポジ（評価）	0.3	破竹の勢いです
ポジ（評価）	0.3	破竹の勢いの
ポジ（評価）	0.3	馬力がある
ポジ（評価）	0.3	廃りがない
ポジ（評価）	0.3	買い得だ
ポジ（評価）	0.3	買い得です
ポジ（評価）	0.3	買い得の
ポジ（評価）	0.3	剥がせる
ポジ（評価）	0.3	濃やかだ
ポジ（評価）	0.3	燃やせる
ポジ（評価）	0.3	燃やすことはできる
ポジ（評価）	0.3	燃やすことができる
ポジ（評価）	0.3	独特だ
ポジ（評価）	0.3	独特です
ポジ（評価）	0.3	馴染める
ポジ（評価）	0.3	軟かい
ポジ（評価）	0.3	軟らかだ
ポジ（評価）	0.3	軟らかです
ポジ（評価）	0.3	軟らかい
ポジ（評価）	0.3	難がない
ポジ（評価）	0.3	入りやすい
ポジ（評価）	0.3	入ることができる
ポジ（評価）	0.3	入ることはできる
ポジ（評価）	0.3	如才がない
ポジ（評価）	0.3	如才ない
ポジ（評価）	0.3	任せることができる
ポジ（評価）	0.3	任せることはできる
ポジ（評価）	0.3	熱烈だ
ポジ（評価）	0.3	熱烈です
ポジ（評価）	0.3	剥がすことができる
ポジ（評価）	0.3	剥がすことはできる
ポジ（評価）	0.3	剥くことができる
ポジ（評価）	0.3	百戦錬磨だ
ポジ（評価）	0.3	百戦錬磨の
ポジ（評価）	0.3	品がある
ポジ（評価）	0.3	品がよい
ポジ（評価）	0.3	敏い
ポジ（評価）	0.3	風靡
ポジ（評価）	0.3	腹が太い
ポジ（評価）	0.3	腹のすわるた
ポジ（評価）	0.3	腹太
ポジ（評価）	0.3	沸すことができる
ポジ（評価）	0.3	沸すことはできる
ポジ（評価）	0.3	沸かせる
ポジ（評価）	0.3	沸かすことができる
ポジ（評価）	0.3	沸かすことはできる
ポジ（評価）	0.3	物わかりのよい
ポジ（評価）	0.3	分がある
ポジ（評価）	0.3	分がいい
ポジ（評価）	0.3	分かるやすい
ポジ（評価）	0.3	百戦錬磨です
ポジ（評価）	0.3	百花繚乱の
ポジ（評価）	0.3	剥くことはできる
ポジ（評価）	0.3	百花繚乱です
ポジ（評価）	0.3	剥せる
ポジ（評価）	0.3	抜け目がない
ポジ（評価）	0.3	抜け目が無い
ポジ（評価）	0.3	抜け目ない
ポジ（評価）	0.3	抜け目無い
ポジ（評価）	0.3	比べることができる
ポジ（評価）	0.3	比べることはできる
ポジ（評価）	0.3	疲れない
ポジ（評価）	0.3	疲れ知らず
ポジ（評価）	0.3	飛び抜ける
ポジ（評価）	0.3	美々しい
ポジ（評価）	0.3	美事だ
ポジ（評価）	0.3	美事です
ポジ（評価）	0.3	美事の
ポジ（評価）	0.3	美味い
ポジ（評価）	0.3	鼻が高い
ポジ（評価）	0.3	百花繚乱だ
ポジ（評価）	0.3	篤い
ポジ（評価）	0.3	堂々たる
ポジ（評価）	0.3	堂々の
ポジ（評価）	0.3	走ることはできる
ポジ（評価）	0.3	増やすことはできる
ポジ（評価）	0.3	増やせる
ポジ（評価）	0.3	憎めない
ポジ（評価）	0.3	造作ない
ポジ（評価）	0.3	造作もない
ポジ（評価）	0.3	捉えることができる
ポジ（評価）	0.3	捉えることはできる
ポジ（評価）	0.3	存在感のある
ポジ（評価）	0.3	尊大だ
ポジ（評価）	0.3	尊大です
ポジ（評価）	0.3	損はない
ポジ（評価）	0.3	大いなる
ポジ（評価）	0.3	大人しい
ポジ（評価）	0.3	鷹揚だ
ポジ（評価）	0.3	鷹揚です
ポジ（評価）	0.3	卓出
ポジ（評価）	0.3	単簡だ
ポジ（評価）	0.3	増やすことができる
ポジ（評価）	0.3	走ることができる
ポジ（評価）	0.3	単簡の
ポジ（評価）	0.3	走りやすい
ポジ（評価）	0.3	鮮鋭だ
ポジ（評価）	0.3	鮮鋭です
ポジ（評価）	0.3	鮮鋭の
ポジ（評価）	0.3	楚々たる
ポジ（評価）	0.3	訴えることができる
ポジ（評価）	0.3	訴えることはできる
ポジ（評価）	0.3	壮大だ
ポジ（評価）	0.3	壮大です
ポジ（評価）	0.3	掃ける
ポジ（評価）	0.3	操ることができる
ポジ（評価）	0.3	操ることはできる
ポジ（評価）	0.3	操るやすい
ポジ（評価）	0.3	相応だ
ポジ（評価）	0.3	相応です
ポジ（評価）	0.3	蒼茫だ
ポジ（評価）	0.3	蒼茫です
ポジ（評価）	0.3	蒼茫の
ポジ（評価）	0.3	単簡です
ポジ（評価）	0.3	単品買いできる
ポジ（評価）	0.3	堂々です
ポジ（評価）	0.3	通りがいい
ポジ（評価）	0.3	停めることができる
ポジ（評価）	0.3	停めることはできる
ポジ（評価）	0.3	定かだ
ポジ（評価）	0.3	定かです
ポジ（評価）	0.3	鄭重だ
ポジ（評価）	0.3	鄭重です
ポジ（評価）	0.3	鄭重の
ポジ（評価）	0.3	擢んでる
ポジ（評価）	0.3	渡ることができる
ポジ（評価）	0.3	渡ることはできる
ポジ（評価）	0.3	登ることができる
ポジ（評価）	0.3	登ることはできる
ポジ（評価）	0.3	都会的だ
ポジ（評価）	0.3	都会的です
ポジ（評価）	0.3	頭が下がる
ポジ（評価）	0.3	頭が低い
ポジ（評価）	0.3	堂々だ
ポジ（評価）	0.3	釣り合う
ポジ（評価）	0.3	通える
ポジ（評価）	0.3	探すことができる
ポジ（評価）	0.3	通うことはできる
ポジ（評価）	0.3	探すことはできる
ポジ（評価）	0.3	探せる
ポジ（評価）	0.3	端正だ
ポジ（評価）	0.3	端正です
ポジ（評価）	0.3	暖かだ
ポジ（評価）	0.3	暖かです
ポジ（評価）	0.3	男々しい
ポジ（評価）	0.3	男性的だ
ポジ（評価）	0.3	男性的です
ポジ（評価）	0.3	値する
ポジ（評価）	0.3	知る人ぞ知る
ポジ（評価）	0.3	着くことができる
ポジ（評価）	0.3	着くことはできる
ポジ（評価）	0.3	注げる
ポジ（評価）	0.3	張りのある
ポジ（評価）	0.3	調子がいい
ポジ（評価）	0.3	通うことができる
ポジ（評価）	0.3	聞くするにまさる
ポジ（評価）	0.3	平滑です
ポジ（評価）	0.3	薦める
ポジ（評価）	0.3	粒ぞろいの
ポジ（評価）	0.3	流すことはできる
ポジ（評価）	0.3	流せる
ポジ（評価）	0.3	流行
ポジ（評価）	0.3	流麗だ
ポジ（評価）	0.3	流麗です
ポジ（評価）	0.3	溜飲が下がる
ポジ（評価）	0.3	粒ぞろいだ
ポジ（評価）	0.3	粒ぞろいです
ポジ（評価）	0.3	凌ぐ
ポジ（評価）	0.3	平滑の
ポジ（評価）	0.3	凌駕
ポジ（評価）	0.3	涼やかだ
ポジ（評価）	0.3	涼やかです
ポジ（評価）	0.3	力持ちだ
ポジ（評価）	0.3	力持ちです
ポジ（評価）	0.3	力持ちの
ポジ（評価）	0.3	涙ぐましい
ポジ（評価）	0.3	冷やすことができる
ポジ（評価）	0.3	流すことができる
ポジ（評価）	0.3	裏切るない
ポジ（評価）	0.3	理性的です
ポジ（評価）	0.3	理性的だ
ポジ（評価）	0.3	預けることができる
ポジ（評価）	0.3	預けることはできる
ポジ（評価）	0.3	幼けない
ポジ（評価）	0.3	妖艶だ
ポジ（評価）	0.3	妖艶です
ポジ（評価）	0.3	容易い
ポジ（評価）	0.3	揺るぎない
ポジ（評価）	0.3	溶かせる
ポジ（評価）	0.3	用いることができる
ポジ（評価）	0.3	用いることはできる
ポジ（評価）	0.3	用意周到だ
ポジ（評価）	0.3	用意周到です
ポジ（評価）	0.3	欲のない
ポジ（評価）	0.3	欲張るない
ポジ（評価）	0.3	浴びることができる
ポジ（評価）	0.3	浴びることはできる
ポジ（評価）	0.3	利す
ポジ（評価）	0.3	冷やすことはできる
ポジ（評価）	0.3	冷やせる
ポジ（評価）	0.3	歴々だ
ポジ（評価）	0.3	昵懇だ
ポジ（評価）	0.3	昵懇の
ポジ（評価）	0.3	洒々落々だ
ポジ（評価）	0.3	洒々落々です
ポジ（評価）	0.3	洒々落々の
ポジ（評価）	0.3	洒落る
ポジ（評価）	0.3	瀟洒だ
ポジ（評価）	0.3	瀟洒です
ポジ（評価）	0.3	煌煌だ
ポジ（評価）	0.3	煌煌です
ポジ（評価）	0.3	煌煌の
ポジ（評価）	0.3	甦生
ポジ（評価）	0.3	痒いところに手がとどく
ポジ（評価）	0.3	讚える
ポジ（評価）	0.3	闊達だ
ポジ（評価）	0.3	闊達です
ポジ（評価）	0.3	鞏固だ
ポジ（評価）	0.3	鞏固です
ポジ（評価）	0.3	昵懇です
ポジ（評価）	0.3	慥かです
ポジ（評価）	0.3	歴々です
ポジ（評価）	0.3	慥かだ
ポジ（評価）	0.3	歴々の
ポジ（評価）	0.3	歴然たる
ポジ（評価）	0.3	朗らかだ
ポジ（評価）	0.3	朗らかです
ポジ（評価）	0.3	和らげる
ポジ（評価）	0.3	腕が立つ
ポジ（評価）	0.3	腕に覚えるのある
ポジ（評価）	0.3	腕ききだ
ポジ（評価）	0.3	腕ききです
ポジ（評価）	0.3	腕ききの
ポジ（評価）	0.3	凛々しい
ポジ（評価）	0.3	凛乎だ
ポジ（評価）	0.3	凛乎です
ポジ（評価）	0.3	凛乎の
ポジ（評価）	0.3	凛凛だ
ポジ（評価）	0.3	凛凛です
ポジ（評価）	0.3	凛凛の
ポジ（評価）	0.3	誉める讃える
ポジ（評価）	0.3	余裕はある
ポジ（評価）	0.3	余裕がある
ポジ（評価）	0.3	磨くことはできる
ポジ（評価）	0.3	末たのもしい
ポジ（評価）	0.3	満ちた
ポジ（評価）	0.3	味がある
ポジ（評価）	0.3	味わい深い
ポジ（評価）	0.3	味わえる
ポジ（評価）	0.3	魅する
ポジ（評価）	0.3	魅せる
ポジ（評価）	0.3	魅惑的だ
ポジ（評価）	0.3	魅惑的です
ポジ（評価）	0.3	脈がある
ポジ（評価）	0.3	夢ごこち
ポジ（評価）	0.3	無尽蔵だ
ポジ（評価）	0.3	無尽蔵です
ポジ（評価）	0.3	無疵だ
ポジ（評価）	0.3	無疵です
ポジ（評価）	0.3	名だたる
ポジ（評価）	0.3	名車だ
ポジ（評価）	0.3	磨ける
ポジ（評価）	0.3	磨くことができる
ポジ（評価）	0.3	名車の
ポジ（評価）	0.3	防げる
ポジ（評価）	0.3	平均点以上
ポジ（評価）	0.3	平然たる
ポジ（評価）	0.3	平然と
ポジ（評価）	0.3	癖がない
ポジ（評価）	0.3	別格だ
ポジ（評価）	0.3	別格です
ポジ（評価）	0.3	別格の
ポジ（評価）	0.3	補うことができる
ポジ（評価）	0.3	補うことはできる
ポジ（評価）	0.3	補える
ポジ（評価）	0.3	崩れにくい
ポジ（評価）	0.3	飽きがこない
ポジ（評価）	0.3	飽きのこない
ポジ（評価）	0.3	望む
ポジ（評価）	0.3	防ぐ
ポジ（評価）	0.3	防ぐことができる
ポジ（評価）	0.3	防ぐことはできる
ポジ（評価）	0.3	名車です
ポジ（評価）	0.3	感じがいい
ポジ（評価）	0.3	雄々しい
ポジ（評価）	0.3	愉しい
ポジ（評価）	0.3	優生です
ポジ（評価）	0.3	優生の
ポジ（評価）	0.3	優先的だ
ポジ（評価）	0.3	優先的です
ポジ（評価）	0.3	優等生だ
ポジ（評価）	0.3	優等生です
ポジ（評価）	0.3	優等生の
ポジ（評価）	0.3	優等生的だ
ポジ（評価）	0.3	優等生的です
ポジ（評価）	0.3	悠然と
ポジ（評価）	0.3	悠長だ
ポジ（評価）	0.3	悠長です
ポジ（評価）	0.3	有り難い
ポジ（評価）	0.3	有り余る
ポジ（評価）	0.3	遊ぶことができる
ポジ（評価）	0.3	遊ぶことはできる
ポジ（評価）	0.3	遊べる
ポジ（評価）	0.3	優生だ
ポジ（評価）	0.3	役に立つ
ポジ（評価）	0.3	明けっ広げだ
ポジ（評価）	0.3	役だつ
ポジ（評価）	0.3	明けっ広げです
ポジ（評価）	0.3	明けっ広げの
ポジ（評価）	0.3	明りょうだ
ポジ（評価）	0.3	明りょうです
ポジ（評価）	0.3	鳴らせる
ポジ（評価）	0.3	鳴らすことができる
ポジ（評価）	0.3	鳴らすことはできる
ポジ（評価）	0.3	猛勇だ
ポジ（評価）	0.3	猛勇です
ポジ（評価）	0.3	猛勇の
ポジ（評価）	0.3	儲けることができる
ポジ（評価）	0.3	儲けることはできる
ポジ（評価）	0.3	目指すことができる
ポジ（評価）	0.3	目指すことはできる
ポジ（評価）	0.3	目指せる
ポジ（評価）	0.3	目出度い
ポジ（評価）	0.3	問題ない
ポジ（評価）	0.3	選べる
ポジ（評価）	0.3	名誉だ
ポジ（評価）	0.3	洗練された
ポジ（評価）	0.3	剛胆です
ポジ（評価）	0.3	高級感のある
ポジ（評価）	0.3	高級的だ
ポジ（評価）	0.3	高級的です
ポジ（評価）	0.3	高水準だ
ポジ（評価）	0.3	高水準です
ポジ（評価）	0.3	高名だ
ポジ（評価）	0.3	高名です
ポジ（評価）	0.3	剛胆だ
ポジ（評価）	0.3	合わせやすい
ポジ（評価）	0.3	至れり尽くせり
ポジ（評価）	0.3	合目的的だ
ポジ（評価）	0.3	合目的的です
ポジ（評価）	0.3	豪い
ポジ（評価）	0.3	豪華万点
ポジ（評価）	0.3	豪儀だ
ポジ（評価）	0.3	豪儀です
ポジ（評価）	0.3	豪勢だ
ポジ（評価）	0.3	豪勢です
ポジ（評価）	0.3	香る
ポジ（評価）	0.3	行ける
ポジ（評価）	0.3	硬骨です
ポジ（評価）	0.3	硬骨だ
ポジ（評価）	0.3	好い
ポジ（評価）	0.3	好もしい
ポジ（評価）	0.3	好条件だ
ポジ（評価）	0.3	好条件です
ポジ（評価）	0.3	好条件の
ポジ（評価）	0.3	宏遠だ
ポジ（評価）	0.3	宏遠です
ポジ（評価）	0.3	宏量だ
ポジ（評価）	0.3	宏量です
ポジ（評価）	0.3	広々
ポジ（評価）	0.3	広げることができる
ポジ（評価）	0.3	広げることはできる
ポジ（評価）	0.3	広やかだ
ポジ（評価）	0.3	広やかです
ポジ（評価）	0.3	広闊だ
ポジ（評価）	0.3	広闊です
ポジ（評価）	0.3	昂揚
ポジ（評価）	0.3	豪壮だ
ポジ（評価）	0.3	豪壮です
ポジ（評価）	0.3	轟かせる
ポジ（評価）	0.3	塞ぐことはできる
ポジ（評価）	0.3	犀利だ
ポジ（評価）	0.3	犀利です
ポジ（評価）	0.3	細心だ
ポジ（評価）	0.3	細心です
ポジ（評価）	0.3	細密だ
ポジ（評価）	0.3	細密です
ポジ（評価）	0.3	細緻だ
ポジ（評価）	0.3	細緻です
ポジ（評価）	0.3	細緻の
ポジ（評価）	0.3	際だつ
ポジ（評価）	0.3	三拍子そろう
ポジ（評価）	0.3	斬新だ
ポジ（評価）	0.3	斬新です
ポジ（評価）	0.3	使いやすい
ポジ（評価）	0.3	使い易い
ポジ（評価）	0.3	刺激的だ
ポジ（評価）	0.3	刺激的です
ポジ（評価）	0.3	塞げる
ポジ（評価）	0.3	塞ぐことができる
ポジ（評価）	0.3	腰が強い
ポジ（評価）	0.3	最上級の
ポジ（評価）	0.3	腰が低い
ポジ（評価）	0.3	骨太だ
ポジ（評価）	0.3	骨太です
ポジ（評価）	0.3	骨太の
ポジ（評価）	0.3	懇ろだ
ポジ（評価）	0.3	懇ろです
ポジ（評価）	0.3	懇篤だ
ポジ（評価）	0.3	懇篤です
ポジ（評価）	0.3	混ぜることができる
ポジ（評価）	0.3	混ぜることはできる
ポジ（評価）	0.3	差がない
ポジ（評価）	0.3	差はない
ポジ（評価）	0.3	座りやすい
ポジ（評価）	0.3	座ることができる
ポジ（評価）	0.3	座ることはできる
ポジ（評価）	0.3	最上級だ
ポジ（評価）	0.3	最上級です
ポジ（評価）	0.3	垢抜ける
ポジ（評価）	0.3	垢ぬける
ポジ（評価）	0.3	効き目ある
ポジ（評価）	0.3	稀少です
ポジ（評価）	0.3	貴い
ポジ（評価）	0.3	軌道に乗る
ポジ（評価）	0.3	鬼に金棒だ
ポジ（評価）	0.3	鬼に金棒です
ポジ（評価）	0.3	鬼に金棒の
ポジ（評価）	0.3	吸い込める
ポジ（評価）	0.3	吸うことができる
ポジ（評価）	0.3	吸うことはできる
ポジ（評価）	0.3	吸える
ポジ（評価）	0.3	許せる
ポジ（評価）	0.3	恐いもの知らず
ポジ（評価）	0.3	胸がすく
ポジ（評価）	0.3	興味ある
ポジ（評価）	0.3	興味がある
ポジ（評価）	0.3	興味深い
ポジ（評価）	0.3	興味津々だ
ポジ（評価）	0.3	興味津々です
ポジ（評価）	0.3	稀少の
ポジ（評価）	0.3	稀少だ
ポジ（評価）	0.3	驚異的だ
ポジ（評価）	0.3	気分がいい
ポジ（評価）	0.3	洗える
ポジ（評価）	0.3	歓ぶ
ポジ（評価）	0.3	汗の結晶
ポジ（評価）	0.3	間然するところがない
ポジ（評価）	0.3	閑人だ
ポジ（評価）	0.3	閑人です
ポジ（評価）	0.3	閑人の
ポジ（評価）	0.3	顔が広い
ポジ（評価）	0.3	危なげない
ポジ（評価）	0.3	奇天烈です
ポジ（評価）	0.3	嬉々として
ポジ（評価）	0.3	機嫌がいい
ポジ（評価）	0.3	毅然たる
ポジ（評価）	0.3	毅然と
ポジ（評価）	0.3	気づよい
ポジ（評価）	0.3	気丈夫だ
ポジ（評価）	0.3	気丈夫です
ポジ（評価）	0.3	興味津々の
ポジ（評価）	0.3	驚異的です
ポジ（評価）	0.3	雇える
ポジ（評価）	0.3	堅忍不抜だ
ポジ（評価）	0.3	嫌みがない
ポジ（評価）	0.3	見やすい
ポジ（評価）	0.3	見よい
ポジ（評価）	0.3	見込む
ポジ（評価）	0.3	見目よい
ポジ（評価）	0.3	謙抑だ
ポジ（評価）	0.3	謙抑です
ポジ（評価）	0.3	減らせる
ポジ（評価）	0.3	言うことない
ポジ（評価）	0.3	言う事ない
ポジ（評価）	0.3	個性がある
ポジ（評価）	0.3	孤高だ
ポジ（評価）	0.3	孤高です
ポジ（評価）	0.3	誇らかだ
ポジ（評価）	0.3	誇らかです
ポジ（評価）	0.3	誇れる
ポジ（評価）	0.3	雇うことはできる
ポジ（評価）	0.3	堅忍不抜です
ポジ（評価）	0.3	兼ね備える
ポジ（評価）	0.3	筋金入りだ
ポジ（評価）	0.3	血の通う人の
ポジ（評価）	0.3	筋金入りです
ポジ（評価）	0.3	筋金入りの
ポジ（評価）	0.3	金になる
ポジ（評価）	0.3	苦もない
ポジ（評価）	0.3	苦美味い
ポジ（評価）	0.3	軍配を上げる
ポジ（評価）	0.3	恵まれる
ポジ（評価）	0.3	敬虔だ
ポジ（評価）	0.3	敬虔です
ポジ（評価）	0.3	敬虔の
ポジ（評価）	0.3	経済的だ
ポジ（評価）	0.3	経済的です
ポジ（評価）	0.3	芸がこまかい
ポジ（評価）	0.3	隙のない
ポジ（評価）	0.3	欠点はない
ポジ（評価）	0.3	血の通う人だ
ポジ（評価）	0.3	血の通う人です
ポジ（評価）	0.3	旨い
ポジ（評価）	0.3	堅忍不抜の
ポジ（評価）	0.3	試し乗りできる
ポジ（評価）	0.3	心地よい
ポジ（評価）	0.3	慎む深い
ポジ（評価）	0.3	深切だ
ポジ（評価）	0.3	深切です
ポジ（評価）	0.3	申し込むことができる
ポジ（評価）	0.3	申し込むことはできる
ポジ（評価）	0.3	申し込める
ポジ（評価）	0.3	真っ正直だ
ポジ（評価）	0.3	真っ正直です
ポジ（評価）	0.3	神々しい
ポジ（評価）	0.3	身が軽い
ポジ（評価）	0.3	身ぎれいだ
ポジ（評価）	0.3	身ぎれいです
ポジ（評価）	0.3	辛抱づよい
ポジ（評価）	0.3	人あたりがいい
ポジ（評価）	0.3	人のいい
ポジ（評価）	0.3	人情が厚い
ポジ（評価）	0.3	人目を引く
ポジ（評価）	0.3	心置きない
ポジ（評価）	0.3	心丈夫です
ポジ（評価）	0.3	尋常です
ポジ（評価）	0.3	心丈夫だ
ポジ（評価）	0.3	上手い
ポジ（評価）	0.3	情が深い
ポジ（評価）	0.3	情け深い
ポジ（評価）	0.3	拭くことができる
ポジ（評価）	0.3	拭くことはできる
